1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th
1543286600,1543286062,1543284750,1543286117,1543286117,1543286600,1543286600,1543286062,1543285418,1543284750,1543285418,1543286117,1543286117
1547192512,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062
1547427506,1547430644,1547429909,1547429909,1547429909,1547427506,1547430644,1547430147,1547428994,1547429909,1547427506,1547429292,1547429292
1547196222,1547195351,1547195605,1547195869,1547196877,1547195869,1547196877,1547195351,1547196701,1547195605,1547196701,1547195605,1547195605
445940938,481210506,478761177,514692884,442093764,377315617,557538853,442093690,504844985,504911671,256919433,557537662,557537662
1543286062,1543286600,1543284750,1543286718,1543286640,1543286600,1543286600,1543285418,1543286600,1543285418,1543284750,1543286062,1543286062
1547193062,1547193062,1547192512,1547193062,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512
1543285418,1543286640,1543286600,1543285418,1543284750,1543284750,1543285418,1543286600,1543286600,1543286117,1543286117,1543286117,1543286117
377354909,324369419,504801506,557531859,452708454,469979050,557529268,329872223,1543286640,481388111,307994703,510508817,510508817
1547430147,1547429909,1547430147,1547429909,1547430147,1547428994,1547429292,1547430644,1547431139,1547429292,1547431139,1547427506,1547427506
1543284750,1543286117,1543286640,1543286718,1543286718,1543286600,1543286117,1543285418,1543286640,1543286117,1543286718,1543286117,1543286117
1547195605,1547196701,1547195351,1547195351,1547195351,1547195605,1547195351,1547196222,1547195351,1547196877,1547195869,1547195351,1547195351
1547193062,1547193062,1547193062,1547193062,1547193062,1547193062,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547192512
1543286718,1543286062,1543286117,1543285418,1543286062,1543286718,1543286600,1543286062,1543286600,1543284750,1543286640,1543286062,1543286062
1531787977,1531801305,1531801305,1531787589,1531801122,1531787977,1531787977,1531801122,1531801122,1531787977,1531801305,1531801122,1531801122
1547196877,1547196222,1547196701,1547195351,1547195869,1547195351,1547196877,1547195351,1547196877,1547196222,1547195351,1547196222,1547196222
587630579,272104512,307996837,448272592,469978539,557540518,519599130,584299940,457628592,584188737,413778693,445939917,445939917
315393393,137801193,456209843,442092954,557537073,413823388,383082207,307998406,377354166,384274798,384274798,307998406,307998406
514692884,437497156,377352451,469979012,383040023,445929715,481385745,557530657,450179102,247721383,493855230,1543286640,1543286640
188862738,256912171,481389628,451087500,504808133,324364218,377359870,481209937,383082207,504904183,587617958,442092954,442092954
1547193891,1547193151,1547193891,1547193891,1547193891,1547193891,1547193151,1547193891,1547193151,1547193151,1547193151,1547193151,1547193151
1547193062,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547193062,1547192512,1547192512
1543286640,1543286718,1543286600,1543286640,1543286640,1543286600,1543286640,1543285418,1543285418,1543286117,1543285418,1543286062,1543286062
1547193062,1547192512,1547192512,1547193062,1547193062,1547193062,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062
1547193062,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547192512
1547193151,1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193891,1547193151,1547193151,1547193151,1547193151,1547193151
1547193151,1547193151,1547193891,1547193151,1547193891,1547193891,1547193891,1547193151,1547193891,1547193151,1547193151,1547193891,1547193891
1547193151,1547193151,1547193891,1547193891,1547193891,1547193151,1547193891,1547193151,1547193151,1547193151,1547193891,1547193151,1547193151
481386889,378710366,397457141,557537073,397457107,557532022,514692966,481386889,315393183,456099320,481389427,580821539,580821539
377353302,126728362,452708565,445940045,445940997,526369875,504804081,377353302,481208640,126728362,470981561,307998406,307998406
1531801305,1531801122,1531801305,1531787977,1531801122,1531787977,1531801122,1531787589,1531801122,1531801122,1531787589,1531787977,1531787977
1547192512,1547193062,1547193062,1547192512,1547193062,1547193062,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512
1547193062,1547193062,1547192512,1547193062,1547193062,1547193062,1547193062,1547192512,1547193062,1547193062,1547192512,1547192512,1547192512
188862738,557537073,481386889,307998406,441576111,307998406,377350783,368671191,188862738,194106392,256882920,188862738,188862738
1547196877,1547195869,1547196222,1547196701,1547196701,1547195605,1547195351,1547195351,1547195605,1547195351,1547196877,1547195605,1547195605
1531787977,1531787977,1531801122,1531787589,1531801122,1531787977,1531787589,1531801305,1531787977,1531801122,1531801305,1531787589,1531787589
256919433,519491217,256882706,481246419,384274798,557537073,481208640,504906986,557537073,445940998,445940999,452600004,452600004
1547014411,1547017446,1547014411,1547014411,1547014411,1547018010,1547017446,1547014411,1547014411,1547017446,1547014411,1547017446,1547017446
1543286600,1543284750,1543284750,1543285418,1543284750,1543286117,1543286718,1543286117,1543286718,1543284750,1543286117,1543285418,1543285418
1547427506,1547431139,1547430644,1547428994,1547431139,1547430147,1547429909,1547429292,1547427506,1547431139,1547430147,1547430644,1547430644
1543285418,1543286600,1543286062,1543284750,1543286062,1543286117,1543286117,1543286600,1543286640,1543286718,1543286062,1543285418,1543285418
1531787589,1531787977,1531787977,1531801305,1531801305,1531801305,1531787977,1531787977,1531787589,1531801122,1531801305,1531787977,1531787977
1543286640,272104474,557530413,1547172683,445936124,333292966,557535201,445936732,315395391,557531931,324368599,378708747,378708747
324361412,594381371,481214102,594381529,451087500,469458718,445940045,256882618,168933483,557528242,514693049,456099281,456099281
481209639,256913791,442359047,481389782,481247513,594380719,442094082,1547168434,526531167,587631952,454771002,445936987,445936987
1547428994,1547431139,1547428994,1547430644,1547430147,1547430147,1547429909,1547429909,1547431139,1547429909,1547429909,1547427506,1547427506
1547193891,1547193891,1547193151,1547193891,1547193891,1547193891,1547193891,1547193151,1547193891,1547193891,1547193151,1547193891,1547193891
1547017446,1547018010,1547018010,1547017446,1547018010,1547014411,1547014411,1547018010,1547017446,1547018010,1547017446,1547014411,1547014411
1547430147,1547429909,1547430644,1547428994,1547431139,1547427506,1547430147,1547427506,1547427506,1547428994,1547427506,1547430644,1547430644
1547017446,1547017446,1547014411,1547017446,1547017446,1547018010,1547014411,1547017446,1547014411,1547017446,1547018010,1547017446,1547017446
1547193151,1547193151,1547193151,1547193891,1547193891,1547193891,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193151
1547196701,1547195351,1547195351,1547195605,1547195605,1547196701,1547195605,1547196877,1547196701,1547195605,1547195351,1547196222,1547196222
1531787977,1531787977,1531801305,1531801305,1531787589,1531801122,1531787589,1531801305,1531787977,1531787589,1531787589,1531787977,1531787977
1547196701,1547196222,1547196701,1547195869,1547195351,1547195351,1547196222,1547195351,1547196701,1547196877,1547195605,1547195605,1547195605
1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193151,1547193891,1547193151,1547193891,1547193151,1547193891,1547193891
1547018010,1547018010,1547018010,1547018010,1547018010,1547014411,1547017446,1547018010,1547017446,1547018010,1547018010,1547014411,1547014411
1547196877,1547195351,1547196222,1547196222,1547195869,1547195605,1547196877,1547196877,1547195605,1547196222,1547195605,1547196701,1547196701
1547195605,1547196877,1547196222,1547196222,1547195351,1547195605,1547196877,1547196877,1547196701,1547196701,1547195351,1547195351,1547195351
188862941,557528342,315394519,384274798,478761177,188862738,481389604,222584378,188862738,377350783,557536314,384274798,384274798
1543286117,1543286600,1543286718,1543286718,1543286062,1543286600,1543286718,1543286640,1543286640,1543284750,1543286718,1543286600,1543286600
1547193151,1547193151,1547193151,1547193891,1547193151,1547193891,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151,1547193151
1531787589,1531787589,1531801122,1531787977,1531787977,1531787589,1531787589,1531801305,1531787977,1531787589,1531787589,1531801305,1531801305
1543286117,1543286640,1543286062,1543286640,1543286117,1543286718,1543284750,1543286640,1543286117,1543284750,1543286062,1543286117,1543286117
1547193891,1547193891,1547193151,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193891,1547193151,1547193151
1547193891,1547193891,1547193151,1547193891,1547193891,1547193891,1547193151,1547193151,1547193151,1547193891,1547193891,1547193891,1547193891
1547193891,1547193151,1547193151,1547193891,1547193891,1547193151,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193151
1547193891,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193891
1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547192512,1547192512
1547196877,1547195605,1547196701,1547195869,1547195351,1547195869,1547196222,1547196701,1547196701,1547196222,1547196701,1547196701,1547196701
1547429909,1547429909,1547430147,1547427506,1547429909,1547430644,1547429909,1547430147,1547428994,1547430147,1547428994,1547429292,1547429292
1547014411,1547014411,1547017446,1547018010,1547018010,1547014411,1547018010,1547018010,1547014411,1547017446,1547014411,1547018010,1547018010
1543286062,1543286640,1543286718,1543286117,1543286117,1543286600,1543286117,1543286718,1543286640,1543286117,1543286718,1543286062,1543286062
1543286600,1543286600,1543284750,1543286600,1543284750,1543286117,1543285418,1543286640,1543285418,1543286640,1543286600,1543286062,1543286062
1531801122,1531787977,1531787589,1531787977,1531787977,1531801122,1531787977,1531801305,1531801122,1531801122,1531787977,1531801122,1531801122
1531787589,1531801122,1531787977,1531801305,1531801122,1531787977,1531801122,1531801305,1531801305,1531787977,1531787589,1531801305,1531801305
1547192512,1547192512,1547193062,1547193062,1547192512,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062
1547014411,1547014411,1547017446,1547017446,1547014411,1547018010,1547017446,1547014411,1547018010,1547014411,1547018010,1547018010,1547018010
1547193151,1547193151,1547193891,1547193151,1547193891,1547193891,1547193151,1547193891,1547193891,1547193891,1547193891,1547193891,1547193891
315393830,587631875,504905612,437498609,456099320,188862738,384274798,442093721,188864408,307998406,188862738,481283412,481283412
1547195869,1547195869,1547195605,1547195351,1547195351,1547196701,1547196222,1547195869,1547195351,1547196877,1547195605,1547196701,1547196701
1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512
1543286600,1543286718,1543285418,1543286062,1543286600,1543284750,1543285418,1543286640,1543286718,1543286600,1543285418,1543286117,1543286117
1531787589,1531787977,1531787977,1531787977,1531801122,1531787589,1531787589,1531787977,1531787977,1531801305,1531801305,1531787977,1531787977
1547196701,1547195869,1547196701,1547195605,1547195351,1547195605,1547196222,1547195605,1547195605,1547195351,1547195869,1547196701,1547196701
469458718,504809579,188862738,481210417,256898268,445938703,413823233,188862738,377353302,594381335,481210445,413823233,413823233
1547192512,1547193062,1547192512,1547193062,1547193062,1547192512,1547192512,1547193062,1547193062,1547192512,1547193062,1547193062,1547193062
1547193151,1547193891,1547193151,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193151
481900119,188857358,557537314,561470571,557536457,557537662,504808359,307998406,590440578,445941329,384274798,504809579,504809579
458902580,557537073,1547169521,349010136,377351690,481389783,504801327,594380691,451866868,188857038,548680092,557537073,557537073
377354499,1543286640,456099011,469977349,557540605,333292966,587631752,365062249,504904599,594201141,486849474,493855230,493855230
317116153,333292966,377359993,1547173366,508533620,290788366,442092823,290788416,504915777,1543286640,442093975,445940746,445940746
469458718,584187947,481387052,307998406,307998406,456286233,510507775,451084980,519855626,469458718,377350951,384274798,384274798
1547193062,1547192512,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062,1547193062
1547193891,1547193891,1547193151,1547193151,1547193891,1547193891,1547193891,1547193151,1547193151,1547193151,1547193891,1547193891,1547193891
1547014411,1547014411,1547017446,1547018010,1547014411,1547018010,1547018010,1547017446,1547014411,1547018010,1547014411,1547018010,1547018010
